title,description,org_link,link,date
"한국경영인증원, 2017 하반기 이노스타/그린스타 인증 소비자 조사를 위한 기...","가스보일러', <b>오티스엘리베이터</b> 'Gen2 Life Elevator', 씨티은행 '씨티모바일', 팜스빌 '악마다이어트', 신한카드 '신한 판(FAN) 등이 이노스타에 선정되었다. 또한 이브자리를 비롯해 LG하우시스 'Z:IN 지아마루', 'Z:IN 지아벽지... ",http://www.dailygrid.net/news/articleView.html?idxno=55733,http://www.dailygrid.net/news/articleView.html?idxno=55733,2017-07-20 13:02:00
'승강감속기 1위' 해성굿쓰리 매물로,그러나 2013년 주요 매출처인 <b>오티스엘리베이터</b>의 국내 제조공장 철수와 현대엘리베이터의 협력업체 이원화로 인해 매출액이 급감했다. 여기에 2014년 신규 사업인 풍력 감속기 사업의 진행 중단으로 인한 과도한... ,http://www.fnnews.com/news/201707191814231054,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0003846689,2017-07-19 18:15:00
‘승강감속기 1위’ 해성굿쓰리 매물로,그러나 2013년 주요 매출처인 <b>오티스엘리베이터</b>의 국내 제조공장 철수와 현대엘리베이터의 협력업체 이원화로 인해 매출액이 급감했다. 여기에 2014년 신규 사업인 풍력 감속기 사업의 진행 중단으로 인한 과도한... ,http://www.fnnews.com/news/201707191453331990,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0003846426,2017-07-19 15:02:00
'위기에 더 잘나간다' 반전 드라마 이끈 CEO들,장 사장은 1973년 럭키(현 LG화학) 수출부 사원으로 입사한 뒤 LG상사·LG산전(현 LS산전)·LG<b>오티스엘리베이터</b>(현 <b>오티스엘리베이터</b>)의 대표 등을 역임했다. 장 사장은 세계 1위 엘리베이터업체인 <b>오티스엘리베이터</b>... ,,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000044728,2017-07-11 09:52:00
외국인 인천 직접투자 상반기 13억달러,"한편 시가 최근 추진중인 주요사업은 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마, 유명 2개 대학 연구소 한국분원 유치 등이다. /신재호기자 sjh45507@",http://www.kgnews.co.kr/news/articleView.html?idxno=487638,http://www.kgnews.co.kr/news/articleView.html?idxno=487638,2017-07-09 21:07:00
"인천시, 외국인 직접투자 순풍","패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행 중에 있다&quot;고 말했다. 외국인직접투자신고 특·광역시 등 비교표... ",http://www.newsprime.co.kr/news/article.html?no=380844,http://www.newsprime.co.kr/news/article.html?no=380844,2017-07-09 11:52:00
"인천시, 외국인 직접투자 순조롭게 진행","시 관계자는 &quot;인천은 항만공항물류 등 우수한 도시 인프라와 양질의 풍부한 인적자원이 있어 경쟁력이 있다&quot;면서 &quot;최근 추진 중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>... ",http://www.gukjenews.com/news/articleView.html?idxno=742940,http://www.gukjenews.com/news/articleView.html?idxno=742940,2017-07-08 10:52:00
"인천시, 외국인 직접투자 순조롭게 진행...올 상반기 서울시에 이어 2위","패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행 중에 있다”고 말했다. 다음은 외국인직접투자 신고 특광역시 등... ",http://www.g-enews.com/ko-kr/news/article/news_all/20170707152603360078dd786813_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20170707152603360078dd786813_1/article.html,2017-07-07 15:34:00
"인천시, 외국인 직접투자 순조롭게 진행.., 올 상반기신고액 13억불","물류 등 우수한 도시 인프라와 양질의 풍부한 인적자원이 있어 경쟁력이 있다”면서, “최근 추진 중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마... ",http://www.breaknews.com/sub_read.html?uid=518840&section=sc2,http://www.breaknews.com/sub_read.html?uid=518840&section=sc2,2017-07-07 14:34:00
"인천시, 외국인 직접투자 순조…상반기 13억 달러 넘어","중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질 없이 진행 중에 있다”고 말했다.",http://www.enewstoday.co.kr/news/articleView.html?idxno=1084035,http://www.enewstoday.co.kr/news/articleView.html?idxno=1084035,2017-07-07 11:36:00
"인천시, 올 상반기 외국인 직접투자 13억달러...전국 2위 기록",인천에 최근 추진 중인 주요 사업으로는 △수도권매립지 내 테마파크 △뉴욕 패션기술대학 △<b>오티스엘리베이터</b> △일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이... ,http://www.asiatoday.co.kr/view.php?key=20170707010003363,http://www.asiatoday.co.kr/view.php?key=20170707010003363,2017-07-07 11:28:00
"인천시, 외국인 직접투자 상반기 신고액 13억달러","사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행 중에 있다&quot;고 말했다.",http://www.m-i.kr/news/articleView.html?idxno=324518,http://www.m-i.kr/news/articleView.html?idxno=324518,2017-07-07 10:41:00
외국인 투자 올해 상반기 신고액 13억불,"패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질 없이 진행 중에 있다”고 말했다. 인천=이춘만 기자 lcm9504@viva100.com 인천시 중국의 사드... ",http://www.viva100.com/main/view.php?key=20170707010002390,http://www.viva100.com/main/view.php?key=20170707010002390,2017-07-07 10:28:00
"인천시, 외국인 투자유치 순항...2017년도 상반기 신고액 13억 달러","수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행 중에 있다”고 말했다.   ilyo11@ilyo.co.kr",http://ilyo.co.kr/?ac=article_view&entry_id=257314,http://ilyo.co.kr/?ac=article_view&entry_id=257314,2017-07-07 10:22:00
"인천시, 외국인 직접투자 순조롭게 진행","이어 &quot;최근 추진 중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질 없이 진행 중에... ",http://www.newscj.com/news/articleView.html?idxno=435106,http://www.newscj.com/news/articleView.html?idxno=435106,2017-07-07 10:12:00
"인천시, 최근 2년 반 외국인 직접투자 신고금액 52억700만 달러","한편 인천에 최근 추진 중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 등이며, 또한 유명 2개 대학 연구소 한국분원 유치를 위해 양해각서(MOU)를... ",http://news.heraldcorp.com/view.php?ud=20170707000204,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001261188,2017-07-07 09:57:00
"인천시, 외국인 직접투자 순조롭게 진행","패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행 중에 있다”고 말했다. ◆외국인직접투자 신고 특․광역시 등 비교표(2015~2017... ",http://www.ajunews.com/view/20170707091049893,http://www.ajunews.com/view/20170707091049893,2017-07-07 09:39:00
"인천, 외국인 투자유치 전국 2위","이어 “최근 추진 중인 주요 사업으로는 수도권매립지 내 테마파크, 뉴욕 패션기술대학, <b>오티스엘리베이터</b>, 일본 아이리스오야마 그리고 유명 2개 대학 연구소 한국분원 유치를 위해 MOU를 맺고 차질없이 진행... ",http://news.kmib.co.kr/article/view.asp?arcid=0011596314&code=61122012&cp=nv,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=005&aid=0001007108,2017-07-07 08:07:00
